15.07.2024                                                                                          Dynamic List Display                                                                                                                                                   1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Requisnr.|Req. Date |Short Text                              |Purch.Req.|PO        |Name of Desired Supplier          |Matl Group|Un|Order     |    Quantity|D|Material|Release Dt|PO Date   |Name of Supplier                  |   Ordered|On        |G/L Acct  |Shortage|
|E0421182 |09.07.2024|1300354540, 961572501, Impeller lifting |28434717  |          |Wajax Industrial Components       |MC2002    |EA|4000163329|          1 |X|        |10.07.2024|          |Wajax Industrial Components       |        0 |          |7411002300|      0 |
|I0544747 |09.07.2024|Inox Quote 6534 - Parts For Job         |28434723  |3000021225|Inox Industries Inc               |MC2002    |EA|4000142158|          1 | |        |09.07.2024|10.07.2024|Inox Industries Inc               |        1 |          |7411002300|      0 |
|E0392475 |09.07.2024|323323100, 58031235, Cond Sensor 2Tri   |28434732  |          |Mettler Toledo Inc                |MC2002    |EA|4000166902|          1 |X|        |19.07.2024|          |Mettler Toledo Inc                |        0 |          |7411002300|      0 |
|E0421182 |09.07.2024|Install Blind in Window B60, RmA110     |28434733  |3000021224|H Sanderson & Son Construction Ltd|CS5025    |H |4000164808|  1,964.200 | |        |09.07.2024|10.07.2024|H Sanderson & Son Construction Ltd|1,964.200 |          |7411011000|      0 |
|I0548244 |10.07.2024|MR-00006380, Cordset Female, U2445-1    |28440273  |3000021223|RS Integrated Supply Canada Corp  |MC2002    |EA|4000137680|          4 | |        |10.07.2024|10.07.2024|RS Integrated Supply Canada Corp  |        4 |          |7411002300|      0 |
|I0548244 |10.07.2024|MR-00006380, Encloser w/ Panel, EJ866SS |28440274  |3000021223|RS Integrated Supply Canada Corp  |MC2002    |EA|4000137680|          4 | |        |10.07.2024|10.07.2024|RS Integrated Supply Canada Corp  |        4 |          |7411002300|      0 |
|I0548244 |10.07.2024|MR-00006380, Connector Female, A18C300  |28440275  |3000021223|RS Integrated Supply Canada Corp  |MC2002    |EA|4000137680|          4 | |        |10.07.2024|10.07.2024|RS Integrated Supply Canada Corp  |        4 |          |7411002300|      0 |
|I0548244 |10.07.2024|MR-00006380, LED Ballast, 913700507331  |28440276  |3000021223|RS Integrated Supply Canada Corp  |MC2002    |EA|4000137680|          4 | |        |10.07.2024|10.07.2024|RS Integrated Supply Canada Corp  |        4 |          |7411002300|      0 |
|I0415474 |10.07.2024|S - 2024 Site Wide Elevator PM Jul-Oct  |28440279  |          |Sodexo Canada Ltd                 |CS5025    |AU|4000126476| 25,991.100 | |        |10.07.2024|          |Sodexo Canada Ltd                 |        0 |          |7411011000|      0 |
|E0392475 |10.07.2024|1300354540, 9615469901, Rod Handle Kit  |28440290  |3000021252|RS Integrated Supply Canada Corp  |MC2002    |EA|4000163329|          1 | |        |10.07.2024|11.07.2024|RS Integrated Supply Canada Corp  |        1 |          |7411002300|      0 |
|E0392475 |10.07.2024|1300354540, 9615470101, Rod Kit 700mm   |28440292  |3000021252|RS Integrated Supply Canada Corp  |MC2002    |EA|4000163329|          2 | |        |10.07.2024|11.07.2024|RS Integrated Supply Canada Corp  |        2 |          |7411002300|      0 |
|E0392475 |10.07.2024|1300354540, 961572501, Impeller Lifting |28440294  |3000021252|RS Integrated Supply Canada Corp  |MC2002    |EA|4000163329|          1 | |        |10.07.2024|11.07.2024|RS Integrated Supply Canada Corp  |        1 |          |7411002300|      0 |
|E0392475 |10.07.2024|323323100, 58031235, Cond Sensor 2Tri   |28440295  |3000021221|Mettler Toledo Inc                |MC2002    |EA|4000166902|          1 | |        |19.07.2024|10.07.2024|Mettler Toledo Inc                |        1 |          |7411002300|      0 |
|E0421182 |10.07.2024|"S"- Sanderson- Tr16 Broken deck & stair|28440303  |3000021224|H Sanderson & Son Construction Ltd|CS5025    |AU|4000166856|  4,085.950 | |        |10.07.2024|10.07.2024|H Sanderson & Son Construction Ltd|4,085.950 |          |7411011000|      0 |
|E0421182 |10.07.2024|Rehang Blind in B93 Rm200A              |28440311  |3000021224|H Sanderson & Son Construction Ltd|CS5025    |AU|4000167045|    212.750 | |        |10.07.2024|10.07.2024|H Sanderson & Son Construction Ltd|  212.750 |          |7411011000|      0 |
|E0421182 |10.07.2024|B81-Damaged Ramp Ladder                 |28440462  |3000021258|Expo Steel Ltd                    |CS5025    |AU|4000166796|      2,750 | |        |10.07.2024|11.07.2024|Expo Steel Ltd                    |    2,750 |          |7411011000|      0 |
|I0544747 |10.07.2024|S - B91&94- GENERATOR LOAD BANK TEST    |28440467  |3000021256|Guild Electric                    |MC2002    |AU|4000167128|      5,600 | |        |03.08.2024|11.07.2024|Guild Electric                    |    5,600 |          |7411011000|      0 |
|E0526853 |10.07.2024|S - B89 Acid Cans to be Assessed        |28440518  |          |Inox Industries Inc               |CS5025    |AU|4000167133|  5,707.500 |X|        |10.07.2024|          |Inox Industries Inc               |        0 |          |7411011000|      0 |
|E0526853 |10.07.2024|MR-00006467: Vibration Mount            |28440520  |3000021223|RS Integrated Supply Canada Corp  |MC2002    |EA|4000123828|          4 | |        |10.07.2024|10.07.2024|RS Integrated Supply Canada Corp  |        4 |          |7411002300|      0 |
|E0392475 |10.07.2024| 1300343040, Positioner,D3XNU-RXXPVA-ZFT|28440522  |3000021220|Wajax Industrial Components       |MC2002    |EA|4000141516|          1 | |        |10.07.2024|10.07.2024|Wajax Industrial Components       |        1 |          |7411002300|      0 |
|E0526853 |10.07.2024|S - B89 Acid Cans to be Assessed        |28440535  |3000021254|Inox Industries Inc               |CS5025    |AU|4000167133|  5,707.500 |X|        |10.07.2024|11.07.2024|Inox Industries Inc               |5,707.500 |          |7411011000|      0 |
|I0544747 |11.07.2024|MR-00006466, Actuator, GCA161.1U        |28445632  |3000021257|RS Integrated Supply Canada Corp  |MC2002    |EA|4000162388|          1 | |        |19.07.2024|11.07.2024|RS Integrated Supply Canada Corp  |        1 |          |7411002300|      0 |
|I0253031 |11.07.2024|S - End flange required for pump        |28445646  |3000021255|Sprint Mechanical Inc             |CS5025    |AU|4000124440|        450 | |        |11.07.2024|11.07.2024|Sprint Mechanical Inc             |      450 |          |7411011000|      0 |
|I0253031 |11.07.2024|S - B90 Steam Gen replace bolts         |28445654  |3000021287|Sprint Mechanical Inc             |CS5025    |AU|4000148015|        340 | |        |11.07.2024|12.07.2024|Sprint Mechanical Inc             |      340 |          |7411011000|      0 |
|I0253031 |11.07.2024|S - B90 Material/Tools Supply           |28445660  |3000021287|Sprint Mechanical Inc             |CS5025    |AU|4000148015|        762 | |        |11.07.2024|12.07.2024|Sprint Mechanical Inc             |      762 |          |7411011000|      0 |
|I0544747 |11.07.2024|BUSCHJOST VALVE,  24V 60 HZ             |28445662  |3000021257|RS Integrated Supply Canada Corp  |MC2002    |EA|4000166816|          2 | |        |19.07.2024|11.07.2024|RS Integrated Supply Canada Corp  |        2 |          |7411002300|      0 |
|I0544747 |11.07.2024|MR-00006469, POWER CABLE MOLDED PLUG    |28445682  |3000021290|RS Integrated Supply Canada Corp  |MC2002    |EA|4000093866|          2 | |        |11.07.2024|12.07.2024|RS Integrated Supply Canada Corp  |        2 |          |7411002300|      0 |
|I0544747 |11.07.2024|MR-00006469,RS9220, RS9000 Pro-Series   |28445683  |3000021290|RS Integrated Supply Canada Corp  |MC2002    |EA|4000093866|          2 | |        |11.07.2024|12.07.2024|RS Integrated Supply Canada Corp  |        2 |          |7411002300|      0 |
|I0544747 |11.07.2024|MR-00006472, Edwards Signaling          |28445693  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000166811|          1 | |        |12.07.2024|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|E0526853 |11.07.2024|S - Leaking jacket - testing required   |28445711  |3000021288|Walterfedy                        |CS5025    |AU|4000167451|      6,350 | |        |11.07.2024|12.07.2024|Walterfedy                        |    6,350 |          |7411011000|      0 |
|U1014358 |11.07.2024|MR-00006473: Air Regulator              |28445718  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000166098|          1 |X|        |11.07.2024|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|E0526853 |11.07.2024|MR-00006473: Air Regulator              |28445721  |3000021290|RS Integrated Supply Canada Corp  |MC2002    |EA|4000166098|          1 | |        |11.07.2024|12.07.2024|RS Integrated Supply Canada Corp  |        1 |          |7411002300|      0 |
|I0548244 |12.07.2024|MR-00006471, Ceiling Tile, P/N 07560108 |28451449  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000161026|         10 | |        |12.07.2024|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|I0544747 |12.07.2024|KBURFIEL1735243 - Parts                 |28451459  |3000021289|Steris Canada Inc                 |MC2002    |EA|4000147275|          1 | |        |12.07.2024|12.07.2024|Steris Canada Inc                 |        1 |          |7411002300|      0 |
|E0526853 |12.07.2024|S - Replace Seal Pump                   |28451473  |          |Ainsworth Inc                     |CS5025    |AU|4000105626|      6,996 | |        |12.07.2024|          |Ainsworth Inc                     |        0 |          |7411011000|      0 |
|I0253031 |12.07.2024|MR - 00006463 TURWAKW4.4T2              |28451477  |3000021290|RS Integrated Supply Canada Corp  |MC2002    |EA|4000134432|          3 | |        |12.07.2024|12.07.2024|RS Integrated Supply Canada Corp  |        3 |          |7411002300|      0 |
|E0392475 |12.07.2024|"S" - SPS - Pinhole Repair              |28451481  |3000021291|Stainless Piping Systems Inc      |CS5025    |AU|4000166308|      6,225 | |        |12.07.2024|12.07.2024|Stainless Piping Systems Inc      |    6,225 |          |7411011000|      0 |
|I0544747 |12.07.2024|Steris Tunnel Washer Reapir Kit         |28451483  |3000021289|Steris Canada Inc                 |MC2002    |EA|4000164494|          1 | |        |12.07.2024|12.07.2024|Steris Canada Inc                 |        1 |          |7411002300|      0 |
|I0253031 |12.07.2024|S - Insulate HEX, STG IN MR174          |28451488  |3000021293|Catina Contracting                |CS5025    |AU|4000166387|      2,299 | |        |12.07.2024|12.07.2024|Catina Contracting                |    2,299 |          |7411011000|      0 |
|I0253031 |12.07.2024|S- Insulate TNK1055, STG, AHU. MR300    |28451490  |3000021293|Catina Contracting                |CS5025    |AU|4000166387|      3,234 | |        |12.07.2024|12.07.2024|Catina Contracting                |    3,234 |          |7411011000|      0 |
|I0253031 |12.07.2024|S- Cart Cabinet Table Refurbishment     |28451516  |3000021292|Atlantic Stainless Fabricators Ltd|CS5025    |AU|4000159810|        855 | |        |12.07.2024|12.07.2024|Atlantic Stainless Fabricators Ltd|      855 |          |7411011000|      0 |
|I0253031 |12.07.2024|#8501#24: Stainless Steal Corner Guards |28451522  |3000021292|Atlantic Stainless Fabricators Ltd|MC2002    |EA|4000158579|          1 | |        |12.07.2024|12.07.2024|Atlantic Stainless Fabricators Ltd|        1 |          |7411002300|      0 |
|U1040407 |12.07.2024|s-Capturing extra cost of repair        |28451523  |          |                                  |CS5025    |H |4000161989|      3,404 |X|        |12.07.2024|          |                                  |        0 |          |7411011000|      0 |
|I0544747 |12.07.2024|s-Capturing extra cost of repair        |28451526  |          |H Sanderson & Son Construction Ltd|CS5025    |AU|4000161989|      3,404 | |        |12.07.2024|          |H Sanderson & Son Construction Ltd|        0 |          |7411011000|      0 |
|E0526853 |12.07.2024|MR-00006464 GearBox                     |28451529  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000165684|          1 | |        |01.11.2024|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|E0526853 |12.07.2024|MR-00006464 Gearbox                     |28451531  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000165685|          1 | |        |01.11.2024|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|E0526853 |12.07.2024|S - Change air filters                  |28451534  |          |Toromont Industries Ltd           |CS5025    |H |4000167612|    883.040 | |        |12.07.2024|          |Toromont Industries Ltd           |        0 |          |7411011000|      0 |
|E0526853 |12.07.2024|S - Air filter and bracket change       |28451538  |          |Toromont Industries Ltd           |CS5025    |AU|4000167613|  1,695.800 | |        |12.07.2024|          |Toromont Industries Ltd           |        0 |          |7411011000|      0 |
|E0526853 |12.07.2024|S- Annual service on Ozone loop         |28451574  |          |Bwt Pharma & Biotech Inc          |CS5025    |AU|4000156702|     33,339 | |        |12.07.2024|          |Bwt Pharma & Biotech Inc          |        0 |          |7411011000|      0 |
|I0381218 |12.07.2024|"S" - Catina - 1616 Replace Insulation  |28451606  |3000021293|Catina Contracting                |CS5025    |AU|4000167675|      3,620 | |        |12.07.2024|12.07.2024|Catina Contracting                |    3,620 |          |7411011000|      0 |
|I0168549 |15.07.2024|Inox 6555: Male Tungsten Carbide Bushing|28477984  |          |Inox Industries Inc               |MC2002    |EA|4000164814|          8 | |        |02.08.2024|          |Inox Industries Inc               |        0 |          |7411002300|      0 |
|I0538357 |15.07.2024|MR-00006445 Fan Unit, P/N SK3243110     |28477985  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000141224|          1 | |        |15.07.2024|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
