20.12.2023                                                                                         Dynamic List Display                                                                                                                                                   1
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Requisnr.|Req. Date |Short Text                              |Purch.Req.|PO        |Name of Desired Supplier          |Matl Group|Un|Order     |   Quantity|D|Material|Release Dt|PO Date   |Name of Supplier                  |   Ordered|On        |G/L Acct  |Shortage|
|E0381501 |19.12.2023|B89 USP Shutdown Repairs                |24390558  |3000016088|Paint Pro Surface Coating Inc     |CS5025    |AU|4000120982| 2,219.500 | |        |19.12.2023|19.12.2023|Paint Pro Surface Coating Inc     |2,219.500 |          |7411011000|      0 |
|E0465459 |19.12.2023|B93 - S/D Feb2024 M/R 008 Scaffolding   |24391694  |3000016085|H Sanderson & Son Construction Ltd|CS5025    |AU|4000120983| 8,513.450 | |        |22.01.2024|19.12.2023|H Sanderson & Son Construction Ltd|8,513.450 |          |7411011000|      0 |
|I0548244 |19.12.2023|1Y Tasks                                |24391725  |3000016084|Stainless Piping Systems Inc      |CS5025    |AU|4000047818|     1,930 | |        |19.12.2023|19.12.2023|Stainless Piping Systems Inc      |    1,930 |          |7411011000|      0 |
|E0468149 |19.12.2023|CSW12731649, ASCO, 1-1/2" Valve NC Brass|24391796  |          |Wajax Industrial Components       |MC2002    |EA|4000120878|         1 | |        |26.01.2024|          |Wajax Industrial Components       |        0 |          |7411002300|      0 |
|E0468149 |19.12.2023|CSW12731649, Valve replacement parts    |24391797  |          |Wajax Industrial Components       |MC2002    |EA|4000120878|         1 | |        |26.01.2024|          |Wajax Industrial Components       |        0 |          |7411002300|      0 |
|I0253031 |20.12.2023|MR-00006042: Polyscience Kit            |24424876  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000118948|         1 | |        |20.12.2023|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|E0468149 |20.12.2023|14988157, Laurel, QLS-2 Quad Loop Split |24424917  |          |Gerrie Electric Wholesale Ltd     |MC2002    |EA|4000120339|         1 | |        |20.12.2023|          |Gerrie Electric Wholesale Ltd     |        0 |          |7411002300|      0 |
|E0421182 |20.12.2023|B91 Exterior Sealant Repairs -Paint Pro |24425645  |          |Paint Pro Surface Coating Inc     |CS5025    |AU|4000117501|       943 | |        |31.12.2023|          |Paint Pro Surface Coating Inc     |        0 |          |7411011000|      0 |
|I0548244 |20.12.2023|B92 STI1018, WFI balancing - DesignTest |24427148  |          |Designtest Balance Co Ltd         |CS5025    |AU|4000114534|     1,760 | |        |20.12.2023|          |Designtest Balance Co Ltd         |        0 |          |7411011000|      0 |
|E0526853 |20.12.2023|Room 125 CHW insulation                 |24427151  |          |Catina Contracting                |CS5025    |AU|4000120898|     1,380 | |        |20.12.2023|          |Catina Contracting                |        0 |          |7411011000|      0 |
|I0253031 |20.12.2023|MR-00006043: BPZ WELL SNSR              |24427152  |          |RS Integrated Supply Canada Corp  |MC2002    |EA|4000120837|         1 | |        |20.12.2023|          |RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
