21.11.2023                                                                                                                       Dynamic List Display                                                                                                                                                                                 1
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Mn.wk.ctr|Description                             |Order     |Type|Room   |Equipment |Description of technical object       |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|UserStatus    |Revision|System status                           |Act. start|Actual end|TotCostAct|PlanTotCos|MntPlan|MntItem|
|  PMMACCON |PM-MACON, CEN0081 ALFA LAVAL            |4000097542|ZM03|       |TORCEN0081|CENTRIFUGE                            |B89       |TOR0B89-DSP003-CEN0001        |CA02T0043|01.12.2023|30.12.2023|PRCO          |        |REL  PRT  MANC MSPT PRC  SETC TTJL      |          |          |     0.00 |27,680.26 |3073   |13475  |
|  PMHVACON |PM-HVCON, B89 BI ANNUAL AIR AUDIT       |4000097563|ZM03|       |          |                                      |          |TOR0B89                       |CA02T0043|01.12.2023|30.12.2023|PRCO          |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |44,090.00 |2937   |13136  |
|  PMMACCON |PM-MACON, CEN0082 (Alpha Laval)         |4000097956|ZM03|       |TORCEN0082|CENTRIFUGE                            |B89       |TOR0B89-DSP019-CEN0001        |CA02T0043|01.12.2023|30.12.2023|PRCO          |        |REL  PRT  MANC PRC  SETC                |          |          |     0.00 | 3,380.68 |2780   |12322  |
|  PMELECT  |Heater in Room 102 Corridor not working |4000099500|ZM01|102    |          |                                      |PM-MAM-MDC|TOR0B91-BUI001                |CA02T0021|17.11.2023|17.11.2023|PRCO RFEX     |25112023|REL  PCNF JIPR MANC MOBI PRC  SETC      |17.11.2023|          | 1,345.06 | 2,805.63 |       |       |
|  PMLABCON |MWS HEPA Filters Stain                  |4000099742|ZM01|       |          |                                      |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|18.11.2022|18.11.2022|PRCO RFEX     |DECSD23 |REL  ESTC CSER MANC PRC  SETC           |          |          |     0.00 | 3,738.00 |       |       |
|  PMELECT  |B94 ThermScan: Repair 3 phase surge sup |4000100981|ZM01|       |          |                                      |PM-ANR-ANT|TOR0B94-BUI001                |CA02T0028|09.05.2023|10.05.2023|PRCO RFEX     |18112023|REL  PCNF MANC MOBI PRC  SETC           |01.11.2023|          | 1,836.29 | 5,236.57 |       |       |
|  PMHVAC   |Crack in Safety Plexiglass Shield       |4000101131|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|27.07.2023|27.07.2023|PRCO RFEX     |B90DEC23|REL  PCNF MANC MOBI PRC  SETC           |20.11.2023|          |   298.79 |   433.80 |       |       |
|  PMREFRI  |Cooling unit Leaking                    |4000101139|ZM01|169    |TORAHU1125|AIR HANDLING UNIT_ NON_STERILE        |PM-FIP-FIL|TOR0B83-HVA006-AHU0002        |CA02T0035|03.09.2023|18.10.2023|PRCO RFEX     |REPORT  |REL  PCNF ESTC GMPS MANC MOBI PRC  SETC |17.10.2023|          | 2,098.49 | 4,441.38 |       |       |
|  PMMACHI  |Door latch on Aut1119 panel and AUT1120 |4000101212|ZM02|       |          |                                      |          |TOR0B92                       |CA02T0048|22.08.2023|          |ERAP PRCO RFEX|02122023|REL  PCNF JIPR MANC MOBI PRC  SETC      |28.08.2023|          |   938.91 | 5,075.69 |       |       |
|  PMMACHI  |Noisy Sealer Requires Repair            |4000105605|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B60-BUI001                |CA02T0090|29.09.2023|30.09.2023|PRCO RFEX     |18112023|REL  PCNF GMPS JIPR MANC MOBI PRC  SETC*|05.09.2023|          | 1,223.86 | 2,507.70 |       |       |
|  PMCARCON |Large Rectangle Cut Out in Dry Wall     |4000105609|ZM01|       |          |                                      |          |TOR0B60                       |CA02P0010|07.09.2023|07.09.2023|PRCO RFEX     |        |REL  PCNF GMPS MANC NMAT PRC  SETC      |07.09.2023|          |   412.43 |   919.50 |       |       |
|  PMPLUMB  |USP Condensate Drain Return Line F6     |4000106618|ZM02|       |          |                                      |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|21.09.2023|03.11.2023|ERAP PRCO RFEX|18112023|TECO CNF  GMPS JBFI MANC MOBI PRC  SETC |22.09.2023|14.11.2023| 6,481.54 | 4,585.00 |       |       |
|  PMELECT  |Light replacements                      |4000106843|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|09.11.2023|09.11.2023|PRCO RFEX     |B90DEC23|REL  PCNF GMPS MANC MOBI PRC  SETC      |31.10.2023|          | 6,582.79 | 7,104.01 |       |       |
|  PMMACCON |B90 Basement, fix SS panel on doors     |4000107681|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|16.11.2023|16.11.2023|PRCO ERAP RFEX|REPORT  |TECO PCNF MANC NMAT PRC  SETC           |15.09.2023|          |     0.00 | 8,000.00 |       |       |
|  PMREFRI  |TORBIF1382 Temperature is raising       |4000109631|ZM02|116    |TORBIF1382|BIOFREEZER                            |PM-BRD-DOW|TOR0B93-DSP001-BFR0001        |CA02P0007|10.10.2023|          |PRCO RFEX     |25112023|REL  PCNF CSER JBFI MANC MOBI PRC  SETC |20.10.2023|          | 2,050.00 | 1,493.00 |       |       |
|  PMELECT  |B00-Burn out Exterior Lighting          |4000110110|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|11.09.2023|12.09.2023|PRCO RFEX     |14102023|REL  PCNF CSER GMPS MANC MOBI PRC  SETC |03.11.2023|          | 4,405.71 | 5,254.80 |       |       |
|  PMELECT  |F5 chart recorder pen RPM reading off   |4000110699|ZM01|       |TORFER0005|FERMENTER                             |B90       |TOR0B90-BIO001-FER0009        |CA02T0039|20.11.2023|20.11.2023|PRCO ERAP RFEX|21102023|TECO CNF  JBFI MANC MOBI NMAT PRC  SETC |25.10.2023|20.11.2023| 2,663.77 | 2,376.22 |       |       |
|  PMPLUMB  |Ceiling Drip onto the PW Panel          |4000110749|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|23.10.2023|23.10.2023|PRCO RFEX     |PARTS   |REL  MANC MOBI PRC  SETC                |          |          |     0.00 | 1,297.51 |       |       |
|  PMELECT  |B92 R3514 battery change for the UPS    |4000110875|ZM01|3514   |TORSEQ1003|SEQUENCER_ GENETIC                    |PM-QC-LAB |TOR0B92-LAB019-XXX0001-SEQ0001|CA02T0029|03.11.2023|03.11.2023|PRCO RFEX     |16122023|REL  PCNF GMPS JIPR MANC MOBI PRC  SETC |03.11.2023|          | 1,550.26 | 1,332.72 |       |       |
|  PMELECON |B18 replace 2 12v 7ah batteries         |4000111048|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|18.10.2023|18.10.2023|PRCO RFEX     |28102023|REL  GMPS MANC PRC  SETC                |          |          |    71.64 |    71.64 |       |       |
|  PMPLUMB  |B92 MR3400 PWS1008 Replace GAU3895      |4000111193|ZM01|3400   |100008802 |GAUGE_PRESSURE                        |PM-BLK-WFI|TOR0B92-PWS012-TAN0001-PI00002|CA02T0086|12.09.2023|12.09.2023|PRCO RFEX     |16122023|REL  PRC  SETC                          |          |          |     0.00 | 1,145.71 |       |       |
|  PMPLUMB  |B92 R1405 DIW1013 Replace Gaug(DI-PI-09)|4000111194|ZM01|1405   |100009349 |PRESSURE GAUGE                        |PM-BLK-WFI|TOR0B92-PWS008-PWP0001-PI00004|CA02T0086|12.09.2023|12.09.2023|PRCO RFEX     |16122023|REL  PRC  SETC                          |          |          |     0.00 | 1,394.31 |       |       |
|  PMMACCON |DSP TNK1560 INOX for passivation        |4000111274|ZM01|MOBILE |TORTNK1560|WASTE COLLECTION TANK                 |PM-BAC-COP|TOR0B89-DSP014-TAN0031        |CA02T0043|18.10.2023|07.11.2023|PRCO RFEX     |04112023|REL  PCNF PRT  JIPR MANC MOBI NMAT PRC *|18.10.2023|          |   307.51 | 6,437.51 |       |       |
|  PMELECT  |indicator light not working             |4000111407|ZM01|211    |TORGDT1141|GAS DETECTOR_ OXYGEN _O2              |PM-BAC-TET|TOR0B90-GAD005-XXX0001-GAI0003|CA02T0039|13.11.2023|13.11.2023|PRCO RFEX     |02122023|REL  PCNF JIPR MANC MOBI PPRT PRC  SETC |11.11.2023|          |   298.79 | 1,724.12 |       |       |
|  PMELECT  |B92 R3010 Replace bulb in INC1341       |4000111621|ZM01|3010   |TORINC1341|INCUBATOR_ COOLED                     |PM-QUC-SAM|TOR0B92-LAB025-INC0002        |CA02T0032|03.11.2023|03.11.2023|PRCO RFEX     |25112023|REL  PCNF CSER JIPR MANC MOBI PRC  SETC |03.11.2023|          |   555.04 | 1,172.16 |       |       |
|  PMELECT  |B92 R3214/02 Repair two UPS             |4000112143|ZM01|       |          |                                      |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|10.11.2023|10.11.2023|PRCO RFEX     |02122023|REL  PCNF ESTC JIPR MANC MOBI PRC  SETC |10.11.2023|          | 1,345.06 | 6,508.40 |       |       |
|  PMPLUMB  |B60 PHA1001 malfunctioning              |4000112289|ZM01|242    |TORPHA1001|PREHEAT                               |PM-BRD-UPS|TOR0B60-HRS001-HEA0001        |CA02P0010|10.11.2023|10.11.2023|PRCO ERAP RFEX|04112023|TECO CNF  GMPS JBFI MANC MOBI PRC  SETC |01.11.2023|10.11.2023| 3,451.68 | 4,766.63 |       |       |
|  PMMACHI  |Issues with Tank Wash                   |4000113613|ZM02|       |TORTWS1001|TANK WASHING STATION                  |B92       |TOR0B92-EQP007-WSC0001        |CA02T0048|02.11.2023|          |PRCO RFEX     |25112023|REL  PCNF GMPS MANC MOBI PRC  SETC      |14.11.2023|          | 2,096.02 | 4,205.51 |       |       |
|  PMHVAC   |B83 Fix Electric transducer heating vlv |4000113638|ZM01|247    |TORAHU1046|AIR HANDLING UNIT_ NON_STERILE        |PM-EMS-MNT|TOR0B83-HVA009-AHU0004        |CA02T0090|02.11.2023|07.11.2023|PRCO RFEX     |25112023|REL  PCNF MANC MOBI PRC  SETC           |03.11.2023|          |   555.04 | 2,102.67 |       |       |
|  PMSTEAM  |B83 STG0012 Investigate Leak            |4000113682|ZM01|       |TORSTG0012|GENERATOR, STEAM                      |B83       |TOR0B83-CSS002-CSG0001        |CA02T0057|17.11.2023|17.11.2023|PRCO RFEX     |02122023|REL  PCNF GMPS MANC MOBI PRC  SETC      |10.11.2023|          |   644.33 | 1,753.69 |       |       |
|  PMHVACON |Fan, harmonics indicating looseness     |4000113878|ZM01|ROOF   |TORRAF1031|RETURN FAN                            |PM-BAC-MED|TOR0B90-HVA002-AHU0002-RAF0001|CA02T0037|01.11.2023|01.11.2023|PRCO          |23122023|REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 5,472.00 |       |       |
|  PMHVACON |Bearing fault, Mechanical looseness Type|4000113879|ZM01|ROOF   |TOREXF1267|EXHAUST FAN                           |PM-BAC-TET|TOR0B90-DSP015-XXX0001-EXF0002|CA02T0039|01.11.2023|01.11.2023|PRCO          |23122023|REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 4,472.00 |       |       |
|  PMMACHI  |Step ladder# 250 for Rm 273 Uneven      |4000114262|ZM01|       |          |                                      |PM-ANR-ANT|TOR0B94-BUI001                |CA02T0028|25.10.2023|25.10.2023|PRCO RFEX     |11112023|REL  MANC MOBI PRC  SETC                |          |          |     0.00 |   855.71 |       |       |
|  PMELECT  |B80-Defective heat detector             |4000114300|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B80-BUI001                |CA02T0090|03.11.2023|03.11.2023|PRCO RFEX     |25112023|REL  MANC PRC  SETC                     |          |          |     0.00 |   843.76 |       |       |
|  PMELECT  |B84 replace recalled heat detectors     |4000114301|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B84-BUI001                |CA02T0101|03.11.2023|03.11.2023|PRCO RFEX     |25112023|REL  MANC PRC  SETC                     |          |          |     0.00 | 1,002.92 |       |       |
|  PMELECT  |B81 Speaker replacement                 |4000114302|ZM01|       |          |                                      |PM-ANR-ANT|TOR0B81-BUI001                |CA02T0028|03.11.2023|03.11.2023|PRCO RFEX     |25112023|REL  MANC PRC  SETC                     |          |          |     0.00 | 1,132.15 |       |       |
|  PMELECT  |B18 recalled heat detectors             |4000114303|ZM01|       |          |                                      |          |TOR0B18-FFS001                |CA02T0100|03.11.2023|03.11.2023|PRCO RFEX     |25112023|REL  MANC PRC  SETC                     |          |          |     0.00 | 1,185.83 |       |       |
|  PMREFRI  |B92 WIF1039 Replace fan motor           |4000114337|ZM01|2220   |TORWIF1039|WALK_IN FREEZER                       |PM-QUC-SIC|TOR0B92-LAB029-WIF0001        |CA02T0033|27.09.2023|27.09.2023|PRCO RFEX     |02122023|REL  PCNF MOBI PRC  SETC                |21.11.2023|          |   128.13 | 1,518.76 |       |       |
|  PMCARCON |Facilities work for B90 Downstream      |4000114377|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|06.11.2023|06.11.2023|PRCO          |11112023|REL  NMAT PRC  SETC                     |          |          |     0.00 | 1,230.50 |       |       |
|  PMCARCON |B92 2fl Paint around all hand sanitizers|4000114513|ZM01|       |          |                                      |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|26.09.2023|26.09.2023|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 |   701.50 |       |       |
|  PMCARCON |TR100 Electrical Locates                |4000114791|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|09.11.2023|09.11.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,200.00 |       |       |
|  PMCARCON |TR16 Regrade Parking Lot                |4000114857|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|09.11.2023|09.11.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 9,265.00 |       |       |
|  PMMACHI  |ZM08: Sonic Nozzles on Sampling Points  |4000114991|ZM08|163    |TORCAS1027|COMPRESSED AIR SYSTEM                 |PM-VIR-FOR|TOR0B83-ACN004                |CA02T0051|10.11.2023|10.11.2023|PRCO RFEX     |25112023|REL  GMPS MANC PRC  SETC                |          |          |   691.40 | 2,280.16 |       |       |
|  PMREFRI  |Troubleshooting for WII1130             |4000115033|ZM01|       |TORWII1130|LAB WORKS INCUBATOR, WALK-IN 19-02-253|B90       |TOR0B90-USP007-WII0001        |CA02T0039|10.11.2023|10.11.2023|PRCO RFEX     |25112023|REL  MANC MOBI NMAT PRC  SETC           |          |          |     0.00 |18,380.01 |       |       |
|  PMREFRI  |Freezer Getting Warmer                  |4000115096|ZM02|2220   |TORWIF1039|WALK_IN FREEZER                       |PM-QUC-SIC|TOR0B92-LAB029-WIF0001        |CA02T0033|12.11.2023|          |PRCO RFEX     |COMMENT |REL  PCNF MANC MOBI NMAT PRC  SETC      |16.11.2023|          | 6,384.99 | 6,134.77 |       |       |
|  PMELECON |B00 - ASCO Annual ATS Maintenance 2023  |4000115177|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|13.11.2023|15.11.2023|PRCO RFEX     |23122023|REL  MANC NMAT PRC  SETC                |          |          |     0.00 |23,743.26 |       |       |
|  PMCARCON |Paint the floor in the mech space 78E   |4000115238|ZM01|       |          |                                      |PM-QUA-VAL|TOR0B78-LAB007                |CA02T0111|09.11.2023|09.11.2023|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 | 2,472.50 |       |       |
|  PMHSECON |Levitt Semi Annual for Fire system      |4000115283|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|08.11.2023|08.11.2023|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 5,500.00 |       |       |
|  PMMACCON |B92 2nd flr near 2201 adjust door handle|4000115344|ZM01|       |          |                                      |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|10.10.2023|10.10.2023|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,350.00 |       |       |
|  PMSTMCON |Insulate pipe in room 187A in basement  |4000115373|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|15.11.2023|15.11.2023|PRCO ERAP RFEX|REPORT  |TECO CNF  JBFI MANC NMAT PRC  SETC      |15.11.2023|20.11.2023|     0.00 |   760.00 |       |       |
|  PMCARCON |B93 Exterior Door Repairs               |4000115486|ZM01|       |          |                                      |PM-EMS-MNT|TOR0B93-BUI001                |CA02T0091|15.11.2023|15.11.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,019.26 |       |       |
|  PMHVAC   |B83 SAS1105 Control Valve Repair        |4000115632|ZM01|ROOF   |TORSAS1105|AIR HANDLING UNIT_ STERILE            |PM-FIP-FIL|TOR0B83-HVA005-AHU0009        |CA02T0035|16.11.2023|16.11.2023|PRCO RFEX     |18112023|REL  MANC MOBI NMAT PRC  SETC           |          |          |     0.00 | 3,724.01 |       |       |
|  PMPLUMB  |Room 125 Chilled water line repair      |4000115636|ZM01|       |          |                                      |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|16.11.2023|16.11.2023|PRCO RFEX     |25112023|REL  MANC PRC  SETC TTJL                |          |          |     0.00 |15,454.76 |       |       |
|  PMELECT  |replacing propeller for INC0027         |4000115736|ZM01|236    |TORINC0027|UNIT_ INCUBATOR                       |PM-BAC-DIP|TOR0B90-USP003-INC0001        |CA02T0040|16.11.2023|16.11.2023|PRCO          |25112023|REL  PRC  SETC                          |          |          |     0.00 |   838.53 |       |       |
|  PMPLMCON |Additional Cost for 4000053473          |4000115752|ZM08|       |TORSDS1040|B89 Steam Line Upgrades               |B89       |TOR0B89-CSS004                |CA02T0041|16.11.2023|16.11.2023|PRCO          |REPORT  |REL  ESTC MANC NMAT PRC  SETC           |          |          |     0.00 | 2,887.00 |       |       |
|  PMSTMCON |Replace insullation on piping to ceiling|4000115786|ZM01|1350   |TORSYS1129|SYSTEM_ ADJUVANT                      |PM-VIR-MED|TOR0B92-MEF005                |CA02T0049|20.09.2023|20.09.2023|PRCO          |REPORT  |REL  NMAT PRC  SETC                     |          |          |     0.00 |   460.00 |       |       |
|  PMCARCON |B71 East Door Seal Repairs              |4000115787|ZM01|218    |          |                                      |PM-EMS-MNT|TOR0B71-MNT001                |CA02T0109|13.11.2023|13.11.2023|PRCO RFEX     |11112023|REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,316.75 |       |       |
|  PMCARCON |B00- Supply concrete base for signage   |4000115941|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|17.11.2023|17.11.2023|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,600.00 |       |       |
|  PMELECON |B00 - Arm gates maintenance             |4000116068|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|17.11.2023|17.11.2023|PRCO RFEX     |25112023|REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,920.00 |       |       |
|  PMCARCON |B89E Exterior Door Repairs              |4000116069|ZM01|       |          |                                      |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|17.11.2023|17.11.2023|PRCO          |REPORT  |REL  ESTC MANC NMAT PRC  SETC           |          |          |     0.00 |   767.63 |       |       |
|  PMELECON |B00 - K 12 barrier maintenance          |4000116081|ZM01|       |          |                                      |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|17.11.2023|17.11.2023|PRCO RFEX     |02122023|REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,920.00 |       |       |
|  PMCARCON |B94 & 94E Stair Shaft Clean Up          |4000116082|ZM01|VARIOUS|          |                                      |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|20.11.2023|20.11.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   700.00 |       |       |
|  PMPLMCON |Repair HEX1004                          |4000116098|ZM01|183B   |TORHEX1004|HEAT EXCHANGER                        |PM-EMS-MNT|TOR0B90-BUI005-HEX0001        |CA02T0090|21.11.2023|21.11.2023|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,904.00 |       |       |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
