08.01.2024                                                                                                                        Dynamic List Display                                                                                                                                                                                 1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Mn.wk.ctr|Description                             |Order     |Type|Room   |Equipment |Description of technical object        |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|UserStatus    |Revision|System status                          |Act. start|Actual end|TotCostAct| PlanTotCos|MntPlan|MntItem|
|  PMMACCON |B90 Basement, fix SS panel on doors     |4000107681|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|16.11.2023|16.11.2023|PRCO ERAP RFEX|REPORT  |TECO PCNF GMPS MANC NMAT PRC  SETC     |15.09.2023|          | 2,850.00 |  8,000.00 |       |       |
|  PMMACCON |PM-MACON, HST1098                       |4000108752|ZM03|251    |TORHST1098|HOIST_ MINI_STACKER TROLLEY            |PM-BRD-CBM|TOR0B93-LAB020-HOI0001        |CA02P0009|01.02.2024|01.03.2024|PRCO          |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  1,217.00 |2775   |12168  |
|  PMELECON |PM-ELCON, CPR1008                       |4000108755|ZM03|131    |TORCPR1008|CAPPER                                 |PM-BRD-CBM|TOR0B93-LAB008-CAC0001        |CA02P0009|01.02.2024|01.03.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 | 47,414.54 |2775   |12171  |
|  PMCARCON |Site Wide Snow Clearing 2023- 2024      |4000110251|ZM01|       |          |                                       |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|30.04.2024|30.04.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 | 50,000.00 |       |       |
|  PMREFRI  |B83 R355A WIR0151 Compressor valve repl |4000110902|ZM01|355A   |TORWIR0151|WALK_IN REFRIGERATOR                   |PM-FIP-FIL|TOR0B83-FIL008-COR0005        |CA02T0035|31.10.2023|03.11.2023|PRCO RFEX     |13012024|REL  PCNF CSER GMPS MANC MOBI PRC  SETC|31.10.2023|          |   833.42 |  6,901.26 |       |       |
|  PMPLUMB  |B92 MR002 PHN1006 - new pump            |4000110910|ZM01|2      |TORPHN1006|WASTE PH NEUTRALIZATION SYSTEM         |PM-EMS-MNT|TOR0B92-PAS001-NES0001        |CA02T0074|26.09.2023|26.09.2023|PRCO RFEX     |13012024|REL  MANC MOBI NMAT PRC  SETC          |          |          |     0.00 |  2,521.99 |       |       |
|  PMLABCON |Oxygen sensor malfunction               |4000111047|ZM01|210C   |TORGDT1143|GAS DETECTOR_ OXYGEN _O2               |PM-BAC-TET|TOR0B90-GAD005-XXX0001-GAI0005|CA02T0039|23.10.2023|23.10.2023|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  1,209.47 |       |       |
|  PMCARCON |Snow Clearing 2023-2024                 |4000111531|ZM01|       |          |                                       |PM-EMS-GEN|TOR0B00-BUI001                |CA02T0101|30.04.2024|30.04.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 | 50,000.00 |       |       |
|  PMMACCON |MWS Passivation of Buffer Cans          |4000111603|ZM01|       |          |                                       |PM-BAC-COP|TOR0B89-EQP001                |CA02T0044|06.12.2023|06.12.2023|PRCO          |REPORT  |REL  ESTC MANC NMAT PRC  SETC          |          |          |     0.00 |  1,950.00 |       |       |
|  PMMACCON |DSP showing wear HST1051                |4000111643|ZM01|113    |TORHST1051|HOIST                                  |PM-BAC-COP|TOR0B89-DSP026-HOI0005        |CA02T0047|12.10.2023|12.10.2023|PRCO          |DECSD23 |REL  ESTC MANC PRC  SETC               |          |          |     0.00 |  1,451.00 |       |       |
|  PMPLMCON |Repair leaky backflow preventer - sprint|4000112202|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B53-MNT001                |CA02T0164|27.03.2023|27.03.2023|PRCO RFEX     |REPORT  |REL  CNF  JBFI MANC NMAT PRC  SETC TTJL|27.03.2023|20.12.2023|     0.00 |  2,244.00 |       |       |
|  PMMETRO  |MetOne not Connecting to Wifi           |4000114423|ZM01|MOBILE |TORAPC1318|Model 3425 50 LPM Air Particle Counters|PM-BRD-CBM|TOR0B60-LAB011-PAQ0001-AQM0003|CA02P0009|07.11.2023|07.11.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  3,103.24 |       |       |
|  PMSTMCON |Insulate pipe in room 187A in basement  |4000115373|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|15.11.2023|15.11.2023|PRCO ERAP RFEX|REPORT  |TECO CNF  JBFI MANC NMAT PRC  SETC     |15.11.2023|20.11.2023|     0.00 |    760.00 |       |       |
|  PMCARCON |B93 Exterior Door Repairs               |4000115486|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B93-BUI001                |CA02T0091|31.12.2023|31.12.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  3,019.26 |       |       |
|  PMSTMCON |Replace insullation on piping to ceiling|4000115786|ZM01|1350   |TORSYS1129|SYSTEM_ ADJUVANT                       |PM-VIR-MED|TOR0B92-MEF005                |CA02T0049|20.09.2023|20.09.2023|PRCO          |REPORT  |REL  NMAT PRC  SETC                    |          |          |     0.00 |    460.00 |       |       |
|  PMCARCON |B89E Exterior Door Repairs              |4000116069|ZM01|       |          |                                       |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|17.11.2023|17.11.2023|PRCO RFEX     |REPORT  |REL  ESTC MANC NMAT PRC  SETC          |          |          |     0.00 |    767.63 |       |       |
|  PMCARCON |B60 Exterior Door Repairs & Upgrades    |4000116196|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B60-BUI001                |CA02T0090|31.12.2023|31.12.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  2,219.45 |       |       |
|  PMCARCON |B90 Exterior Door Repairs               |4000116319|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|31.12.2023|31.12.2023|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  2,592.38 |       |       |
|  PMCARCON |B94 & 94E Exterior Door Repair 2023     |4000116351|ZM01|       |          |                                       |PM-ANR-ANT|TOR0B94-BUI001                |CA02T0028|31.12.2023|31.12.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  5,882.25 |       |       |
|  PMCARCON |B95 Roof Exit Door Repairs              |4000116352|ZM01|VARIOUS|          |                                       |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|31.12.2023|31.12.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |    920.00 |       |       |
|  PMCARCON |B95 Exterior Door Repairs & Upgrades    |4000116353|ZM01|VARIOUS|          |                                       |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|31.12.2023|31.12.2023|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  4,022.13 |       |       |
|  PMCARCON |B83 Exterior Door Repairs & Upgrades    |4000116357|ZM01|       |          |                                       |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|23.11.2023|23.11.2023|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  3,385.00 |       |       |
|  PMCARCON |B89 Exterior Door Repairs & Upgrades    |4000116574|ZM01|       |          |                                       |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|01.12.2023|01.12.2023|PRCO RFEX     |REPORT  |REL  ESTC MANC NMAT PRC  SETC          |          |          |     0.00 |  3,616.75 |       |       |
|  PMCARCON |B58 Exterior Door Repairs & Upgrades    |4000116652|ZM01|       |          |                                       |PM-BAC-COP|TOR0B54-BUI001                |CA02T0045|24.11.2023|24.11.2023|PRCO RFEX     |REPORT  |REL  ESTC MANC NMAT PRC  SETC          |          |          |     0.00 |  2,144.75 |       |       |
|  PMPLMCON |Outstanding Sprint B83 POs              |4000118582|ZM01|       |          |                                       |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|01.12.2023|01.12.2023|PRCO          |REPORT  |REL  GMPS MANC NMAT PRC  SETC          |          |          |24,980.00 | 24,980.00 |       |       |
|  PMPLMCON |B92 Outsatnding Sprint PO's             |4000118583|ZM01|       |          |                                       |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|01.12.2023|01.12.2023|PRCO          |REPORT  |REL  GMPS MANC NMAT PRC  SETC          |          |          |32,897.00 | 32,897.00 |       |       |
|  PMCARCON |B92 Exterior Door Repairs & Upgrades    |4000118587|ZM01|       |          |                                       |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|04.12.2023|04.12.2023|PRCO          |REPORT  |REL  NMAT PRC  SETC                    |          |          |     0.00 |  5,444.51 |       |       |
|  PMCARCON |Painting Touch ups                      |4000119409|ZM01|       |          |                                       |          |TOR0B89                       |CA02T0043|08.12.2023|08.12.2023|PRCO RFEX     |        |REL  GMPS MANC NMAT PRC  SETC          |          |          | 9,481.75 | 14,116.25 |       |       |
|  PMCARCON |B91 Exterior Door Repairs & Upgrades    |4000119789|ZM01|       |          |                                       |PM-MAM-MDC|TOR0B91-BUI001                |CA02T0021|29.02.2024|29.02.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  3,720.25 |       |       |
|  PMMETRO  |METRO, 300000304 APC                    |4000120060|ZM05|VARIOUS|300000304 |AIR PARTICLE COUNTER                   |PM-VIR-FOR|TOR0B92-FIN003-PAQ0001-AQM0002|CA02T0051|12.12.2023|10.01.2024|PRCO RFEX     |        |REL  ILAS MANC NMAT PRC  SETC          |          |          |     0.00 |  9,397.77 |51099  |68740  |
|  PMAUTO   |WII1130 Nanodac controller issue        |4000120719|ZM01|       |TORWII1130|LAB WORKS INCUBATOR, WALK-IN 19-02-253 |B90       |TOR0B90-USP007-WII0001        |CA02T0039|25.07.2023|25.07.2023|PRCO          |13012024|REL  NMAT PRC  SETC                    |          |          |     0.00 | 23,020.00 |       |       |
|  PMCARCON |B93 - S/D Feb2024 M/R 008 Scaffolding   |4000120983|ZM01|       |          |                                       |PM-EMS-MNT|TOR0B93-BUI001                |CA02T0091|22.01.2024|22.01.2024|PRCO RFEX     |20012024|REL  MANC NMAT PRC  SETC               |          |          |     0.00 |  8,513.45 |       |       |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
