24.09.2024                                                                                                                         Dynamic List Display                                                                                                                                                                                  1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Order     |Mn.wk.ctr|Description                             |Type|Room    |Equipment |Description of technical object         |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|User Status   |Revision|System status                           |Act. start|Actual end|ActTotCost|PlanTotCos|MntPlan|MntItem|
|  4000145725|PMSTEAM  |Pipe leaking next to Stg0012            |ZM01|        |TORSTG0016|GENERATOR, PURE STEAM                   |B89       |TOR0B89-CSS002-CSG0002        |CA02T0043|03.07.2024|03.07.2024|PRCO RFEX     |Z080624 |REL  CNF  GMPS JIPR MANC MOBI NMAT PRC *|13.06.2024|03.07.2024| 1,738.00 | 3,354.00 |       |       |
|  4000145861|PMHVACON |I00 HVAC AHS Air Audit for 2024 S/D     |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|10.08.2024|10.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |76,840.00 |       |       |
|  4000156702|PMWFICON |B100 PWS1023 Ozone Generator Inspection |ZM01|1607    |TORPWS1023|Pure Water Distribution System          |PM-EMS-MNT|TORB100-PWS006                |CA02T0111|03.06.2024|03.06.2024|PRCO RFEX     |REPORT  |REL  GMPS MANC NMAT PRC  SETC           |          |          |48,718.20 |44,565.97 |       |       |
|  4000159244|PMREFRI  |B60 Lab Rm 134 Very Hot                 |ZM01|110     |TORCND1111|CONDENSING UNIT                         |PM-BRD-DOW|TOR0B60-DSP005-XXX0001-COD0001|CA02P0007|12.10.2024|12.10.2024|PRCO RFEX     |Z121024 |REL  CSER GMPS MANC MOBI PRC  SETC      |          |          | 3,998.90 |14,225.46 |       |       |
|  4000161025|PMPLUMB  |B92 IMC Sink and Shower Leak            |ZM01|2410    |          |                                        |          |TOR0B92                       |CA02T0033|21.09.2024|21.09.2024|PRCO ERAP RFEX|Z210924 |REL  PCNF GMPS JIPR MANC MOBI PRC  SETC*|04.07.2024|          |   469.50 |   469.50 |       |       |
|  4000161299|PMCARCON |B83 RM348 Cover the Exposed Drain Pipe  |ZM01|348     |          |                                        |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|15.07.2024|15.07.2024|PRCO ERAP RFEX|Z220624 |TECO CNF  GMPS MANC NMAT PRC  SETC      |22.06.2024|15.07.2024|   803.00 | 1,083.00 |       |       |
|  4000161354|PMMFO    |I00 FIMCEN Testing Support for New Seals|ZM01|2332    |TORCEN1552|FIM Tubular Centrifuge                  |PM-CPD500 |TORB100-CES001-CEN0009        |CA02T0111|09.07.2024|09.07.2024|PRCO RFEX     |        |REL  CNF  GMPS JBFI MANC MOBI PRC  SETC |27.06.2024|09.07.2024| 5,655.43 |10,308.05 |       |       |
|  4000163329|PMMACHI  |Agitator Noise From Cell Tank 2         |ZM01|2320    |TORTNK2104|CELL TANK 2                             |PM-CPU000 |TORB100-CES001-TAN0004        |CA02T0111|15.07.2024|16.07.2024|PRCO RFEX     |        |TECO CNF  GMPS JBFI MANC MOBI PRC  SETC |28.06.2024|30.07.2024| 2,986.73 |11,097.65 |       |       |
|  4000166098|PMPLUMB  |Compressed air regulator replacement-SUF|ZM01|120     |100005713 |GAUGE, PRESSURE (COMPRESSED AIR LINE)   |PM-BAC-COP|TOR0B89-DSP026-XXX0001-PI00009|CA02T0047|06.07.2024|06.07.2024|PRCO RFEX     |Z060724 |REL  GMPS MANC PRC  SETC                |          |          |   409.27 |   398.60 |       |       |
|  4000166811|PMELECT  |B91 Aisle K Replacing Activity Lightbulb|ZM01|        |          |                                        |PM-MAM-MDC|TOR0B91-BUI001                |CA02T0021|10.07.2024|20.08.2024|PRCO RFEX     |Z140924 |REL  CNF  GMPS JBFI MANC MOBI PRC  SETC |10.07.2024|20.08.2024| 1,673.03 | 1,629.38 |       |       |
|  4000167120|PMREFRI  |B95 Repair FRE1498 B95 Rm266            |ZM01|266     |TORFRE1498|-30C AUTO DEFORST FREEZER               |PM-BRD-UPS|TOR0B95-LAB016-FRE0001        |CA02P0010|28.09.2024|28.09.2024|PRCO RFEX     |Z280924 |REL  MANC MOBI NMAT PRC  SETC           |          |          |     0.00 |   570.00 |       |       |
|  4000167535|PMELECON |Light Burnt B90 Entrance                |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|17.08.2024|17.08.2024|PRCO ERAP RFEX|Z170824 |TECO CNF  JBFI MANC MOBI NMAT PRC  SETC |17.08.2024|20.09.2024|     0.00 |     0.00 |       |       |
|  4000167897|PMPLMCON |B60-PW PUMPS REFURBISHMENT              |ZM01|        |          |                                        |PM-EMS-MNT|TOR0B60-BUI001                |CA02T0090|15.07.2024|15.07.2024|PRCO RFEX     |REPORT  |REL  PRC  SETC                          |          |          |     0.00 |16,856.00 |       |       |
|  4000168005|PMHVAC   |B60 Annex HVACs                         |ZM01|ROOF-ANX|TORAHU1126|UNIT_ AIR HANDLING                      |PM-BRD-UPS|TOR0B60-HVA005-AHU0002        |CA02P0010|20.07.2024|20.07.2024|PRCO RFEX     |Z200724 |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |     0.00 |       |       |
|  4000168216|PMCARCON |B60– Roof leak investigation Annex - Eme|ZM01|        |          |                                        |PM-EMS-MNT|TOR0B60-BUI001                |CA02T0090|16.07.2024|16.07.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,049.00 |       |       |
|  4000168251|PMCARCON |B91 – Roof leak investigation- Emergency|ZM01|        |          |                                        |          |TOR0B91                       |CA02T0067|16.07.2024|16.07.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,118.00 |       |       |
|  4000169033|PMPLUMB  |B83 Women washroom 252                  |ZM01|252     |          |                                        |          |TOR0B83                       |CA02T0035|05.10.2024|05.10.2024|PRCO RFEX     |Z051024 |REL  PCNF GMPS JIPR MANC MOBI PRC  SETC |26.07.2024|          |    70.35 | 2,267.02 |       |       |
|  4000169499|PMREFRI  |B92 IMC Tint REF Windows                |ZM01|        |          |                                        |          |TOR0B92                       |CA02T0033|27.07.2024|27.07.2024|PRCO RFEX     |Z270724 |REL  GMPS MOBI PRC  SETC TTJL           |          |          |   143.25 |   141.36 |       |       |
|  4000170395|PMSTEAM  |ZM08 - DWS1012 startup PMSTEAM          |ZM08|188     |TORDWS1012|SYSTEM_ DISTILLED WATER                 |PM-BLK-WFI|TOR0B89-PWS003-PWP0001        |CA02T0086|29.07.2024|14.08.2024|PRCO RFEX     |10082024|REL  CNF  GMPS JBFI MANC MOBI PPRT PRC *|29.07.2024|27.08.2024|13,088.65 |13,212.62 |       |       |
|  4000170398|PMWFICON |ZM08 - DWS1012 startup PMWFICON         |ZM08|188     |TORDWS1012|SYSTEM_ DISTILLED WATER                 |PM-BLK-WFI|TOR0B89-PWS003-PWP0001        |CA02T0086|29.07.2024|29.07.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |49,728.00 |       |       |
|  4000171024|PMPLUMB  |B83 Room257B -Leak from Drain line      |ZM01|257B    |          |                                        |          |TOR0B83                       |CA02T0035|31.08.2024|31.08.2024|PRCO RFEX     |REPORT  |REL  MANC MOBI NMAT PRC  SETC           |          |          |     0.00 | 2,318.00 |       |       |
|  4000171105|PMELECON |B83 Repair Emerg/exit LTS 1st,2nd flr   |ZM01|N/AP    |TOREML1021|EMERGENCY LIGHTING                      |          |TOR0B83-BUI013-EML0001        |CA02T0100|03.08.2024|03.08.2024|PRCO RFEX     |Z030824 |REL  CNF  GMPS JBFI PRC  SETC           |03.08.2024|17.09.2024| 8,419.43 | 8,022.16 |       |       |
|  4000171286|PMCARCON |B92 Form / Media General Facility Repair|ZM01|        |          |                                        |          |TOR0B92                       |CA02T0048|01.08.2024|01.08.2024|PRCO RFEX     |REPORT  |REL  GMPS MANC NMAT PRC  SETC           |          |          |19,745.50 |21,873.00 |       |       |
|  4000171353|PMMACHI  |I00 Replace FAI1066 Motor Drive Bearings|ZM02|3603    |TORFAI1066|SUPPLY FAN                              |PM-EMS-MNT|TORB100-HVA001-AHU0022-AIR0004|CA02T0111|03.08.2024|08.08.2024|PRCO RFEX     |        |REL  GMPS MANC MOBI NMAT PRC  SETC      |          |          |10,600.00 |11,883.00 |       |       |
|  4000173674|PMCARCON |B92 Loading Dock Flooring Repairs       |ZM01|        |          |                                        |PM-QUC-CHE|TOR0B92-BUI001                |CA02T0024|07.08.2024|23.08.2024|PRCO RFEX     |REPORT  |REL  CNF  GMPS JBFI MANC MOBI NMAT PRC *|23.08.2024|17.09.2024|19,085.93 |30,041.71 |       |       |
|  4000173806|PMMACCON |I00 FHA Col Tnk Weld Plate Repair       |ZM01|2331    |TORTNK2133|FHA COLLECTION TANK                     |PM-CPD400 |TORB100-DSP015-TAN0008        |CA02T0111|07.09.2024|08.09.2024|PRCO RFEX     |        |REL  GMPS MANC PRC  SETC                |          |          | 7,044.65 |39,692.67 |       |       |
|  4000173818|PMELECT  |B90Dip-FER0001-4 Control Tower Signals  |ZM01|236A    |100001179 |Control Tower For FER001/0002/0003/0004 |PM-BAC-DIP|TOR0B90-BIO001-CNP0006        |CA02T0040|16.08.2024|16.08.2024|PRCO RFEX     |Z100824 |REL  CNF  JBFI MANC MOBI NMAT PRC  SETC*|12.08.2024|20.09.2024|     0.00 |   790.00 |       |       |
|  4000173944|PMCARCON |CP Upstream General Area: paint touchups|ZM01|2321    |TORFER1152|cP Fermenter Train 1 40L                |PM-EMS-MNT|TORB100-BIO002-FER0004        |CA02T0111|07.08.2024|07.08.2024|PRCO RFEX     |        |REL  GMPS MANC NMAT PRC  SETC           |          |          |10,833.00 |11,839.25 |       |       |
|  4000174036|PMPLUMB  |I00 DIP Fer PMs                         |ZM08|2414    |TORFER1165|FERMENTOR                               |PM-DTP100 |TORB100-BIO002-FER0051        |CA02T0111|15.08.2024|15.08.2024|PRCO RFEX     |        |REL  PCNF CSER GMPS MANC MOBI PRC  SETC |08.08.2024|          | 4,287.99 |10,544.51 |       |       |
|  4000174608|PMSTMCON |B92 AUT1119/20 Ball Valves              |ZM01|        |TORAUT1119|AUTOCLAVE                               |B92       |TOR0B92-EQP004-AUT0001        |CA02T0048|12.08.2024|12.08.2024|PRCO RFEX     |        |REL  PCNF GMPS MANC MOBI NMAT PRC  SETC |07.09.2024|          |11,035.00 |11,035.00 |       |       |
|  4000174734|PMMACCON |I00 Cleaning Rm1608 NaOH and CIP tote   |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|13.08.2024|13.08.2024|PRCO RFEX     |        |REL  CNF  GMPS JBFI MANC NMAT PRC  SETC |13.08.2024|10.09.2024| 6,650.00 | 6,650.00 |       |       |
|  4000175036|PMHVAC   |B84 Main Lobby Door & B92 South East    |ZM01|        |          |                                        |PM-EMS-GEN|TOR0B84-BUI001                |CA02T0101|20.08.2024|20.08.2024|PRCO RFEX     |Z170824 |REL  CNF  JIPR MANC MOBI NMAT PRC  SETC |20.08.2024|20.08.2024|     0.00 | 1,222.00 |       |       |
|  4000175238|PMCARCON |B100 Envelope Sealant Repairs           |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|14.08.2024|14.08.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |22,908.00 |       |       |
|  4000175247|PMSTMCON |B92 TWS1001 Washer Water Trays          |ZM01|        |TORTWS1001|TANK WASHING STATION                    |B92       |TOR0B92-EQP007-WSC0001        |CA02T0048|14.08.2024|14.08.2024|PRCO RFEX     |REPORT  |REL  GMPS MANC NMAT PRC  SETC           |          |          | 6,410.00 | 9,490.00 |       |       |
|  4000176580|PMSTEAM  |TORAUT1122 not passing validation run   |ZM02|227     |TORAUT1122|AUTOCLAVE                               |PM-BRD-CBM|TOR0B60-LAB002-AUT0002        |CA02P0009|07.09.2024|13.09.2024|PRCO RFEX     |Z070924 |REL  CNF  GMPS JBFI MANC MOBI PRC  SETC |20.08.2024|19.09.2024| 2,058.09 |12,989.18 |       |       |
|  4000176822|PMMACCON |B90TET - Repair Insulation 304 fer0008  |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|30.07.2024|30.07.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   680.00 |       |       |
|  4000176909|PMMACCON |Chilled water line insulation           |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|24.08.2024|24.08.2024|PRCO ERAP RFEX|Z240824 |TECO CNF  GMPS JBFI MANC NMAT PRC  SETC |24.08.2024|28.08.2024| 2,095.00 | 2,095.00 |       |       |
|  4000176934|PMCARCON |B81 – Fire Alarm Support                |ZM01|        |          |                                        |          |TOR0B81                       |CA02T0076|19.08.2024|19.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,090.00 |       |       |
|  4000176938|PMSTEAM  |B93 Steam Safety Relieve Valve          |ZM01|        |          |                                        |          |TOR0B93                       |CA02P0009|17.08.2024|17.08.2024|PRCO RFEX     |Z170824 |REL  CNF  JBFI MANC MOBI PRC  SETC      |17.08.2024|10.09.2024|     0.00 |10,310.34 |       |       |
|  4000177008|PMMACHI  |B92 Rm2600 Fix the Door Handle          |ZM01|2600    |          |                                        |          |TOR0B92                       |CA02T0033|28.08.2024|28.08.2024|PRCO RFEX     |Z240824 |REL  CNF  JBFI MANC MOBI NMAT PRC  SETC |27.08.2024|27.08.2024|     0.00 | 1,008.60 |       |       |
|  4000177163|PMCARCON |Site Pot hole Repairs                   |ZM01|        |          |                                        |          |TOR0B00                       |CA02T0091|22.08.2024|22.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 6,037.50 |       |       |
|  4000177251|PMREFRI  |B83 Investigate High Temp               |ZM02|128     |TORWIR0012|WALK_IN REFRIGERATOR                    |PM-VIR-FOR|TOR0B83-STO001-COR0002        |CA02T0051|07.09.2024|13.09.2024|PRCO RFEX     |Z070924 |REL  CNF  GMPS JBFI MANC MOBI PRC  SETC*|22.08.2024|13.09.2024|   721.67 |   710.32 |       |       |
|  4000177301|PMMACCON |AUTs guide wheels and bracket replace   |ZM01|        |TORAUT0099|AUTOCLAVE, GETINGE INTERNATIONAL        |B90       |TOR0B90-EQP001-AUT0001        |CA02T0036|22.08.2024|22.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 5,500.00 |       |       |
|  4000177310|PMELECT  |FLM1713 not reading flow on the unit    |ZM01|125     |TORFLM1713|METER_FLOW__LIQUID_UF                   |PM-BAC-COP|TOR0B89-FIT001-XXX0001-FE00002|CA02T0043|27.08.2024|27.08.2024|PRCO ERAP RFEX|Z240824 |TECO CNF  GMPS JBFI MANC MOBI PRC  SETC |27.08.2024|27.08.2024| 5,496.47 | 5,626.07 |       |       |
|  4000177501|PMCARCON |B83 APA area floor cracks and wall repai|ZM01|        |          |                                        |          |TOR0B83                       |CA02T0035|22.08.2024|22.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,495.50 |       |       |
|  4000177555|PMPLUMB  |TNK1002 push button                     |ZM01|        |TORTNK1002|TANK, 2250 L DI HOLDING                 |B53       |TOR0B89-DSP010-TAN0002        |CA02T0050|21.09.2024|21.09.2024|PRCO RFEX     |Z210924 |REL  GMPS MANC MOBI PRC  SETC           |          |          |   750.10 |   750.10 |       |       |
|  4000177745|PMCARCON |B83 F&P SInk Drain Repair               |ZM01|        |          |                                        |          |TOR0B83                       |CA02T0035|23.08.2024|23.08.2024|PRCO ERAP RFEX|REPORT  |TECO CNF  GMPS JBFI MANC NMAT PRC  SETC |23.08.2024|18.09.2024| 1,282.00 | 1,282.00 |       |       |
|  4000177746|PMCARCON |B83 Replace Door Closer by Lobby Door   |ZM01|        |          |                                        |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 4,768.44 |       |       |
|  4000177747|PMCARCON |B83 DOR1041 - Deficiency Found          |ZM01|RM 131  |TORDOR1041|DOOR_ OVERHEAD _RM 131                  |PM-MAM-MDC|TOR0B83-BUI004-DOO0007        |CA02T0067|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   375.00 |       |       |
|  4000177748|PMCARCON |B83 DOR1027 - Deficiency found during WO|ZM01|ADJ 169 |TORDLE1027|DOCK PLATE                              |PM-MAM-MDC|TOR0B83-BUI004-DOL0002        |CA02T0067|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   562.00 |       |       |
|  4000177749|PMCARCON |B83 DOR1048 - Deficiency found during WO|ZM01|131     |TORDOR1048|DOOR_ DOCK                              |PM-MAM-MDC|TOR0B83-BUI004-DOO0014        |CA02T0067|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,090.00 |       |       |
|  4000177750|PMCARCON |B83 DLE1015 - Deficiency found during WO|ZM01|ADJ 169 |TORDLE1015|DOCK LEVELLER                           |PM-EMS-MNT|TOR0B83-BUI004-DOL0001        |CA02T0067|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   441.00 |       |       |
|  4000177751|PMCARCON |B83 DOR1046 - Deficiency found during WO|ZM01|131     |TORDOR1046|DOOR_ HORIZONTAL SLIDING FREEZER        |PM-MAM-MDC|TOR0B83-BUI004-DOO0012        |CA02T0067|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   955.80 |       |       |
|  4000177845|PMELECON |Fire panel trouble                      |ZM01|        |          |                                        |PM-ANR-ANT|TOR0B94-BUI001                |CA02T0028|24.08.2024|24.08.2024|PRCO RFEX     |Z240824 |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 1,160.00 |       |       |
|  4000177874|PMPLMCON |I00 Insulation & PVC Jacket install     |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|15.08.2024|15.08.2024|PRCO RFEX     |        |REL  GMPS MANC NMAT PRC  SETC           |          |          | 5,370.00 | 5,370.00 |       |       |
|  4000177883|PMMACCON |I00 FIL1060 Lobe Pump Scratch Repairs   |ZM01|2331    |TORFIL1060|5acP PRN 10kDa UF/DF 1                  |          |TORB100-FIT015                |CA02T0111|26.08.2024|26.08.2024|PRCO RFEX     |        |REL  PCNF GMPS MANC MOBI PRC  SETC      |24.08.2024|          | 6,047.52 |20,897.68 |       |       |
|  4000177938|PMCARCON |B83 Fire Alarm- Pull station cover.     |ZM01|        |          |                                        |          |TOR0B83                       |CA02T0035|23.08.2024|23.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,690.00 |       |       |
|  4000177984|PMMACHI  |Replace motor                           |ZM01|ROOF    |TOREXF1328|EXHAUST FAN _SERVES R132A_135_137_138   |PM-BAC-COP|TOR0B89-HVA003-AHU0004-EXF0001|CA02T0043|26.08.2024|26.08.2024|PRCO RFEX     |PARTS   |REL  CSER GMPS MANC MOBI PRC  SETC      |          |          |   445.32 |   445.32 |       |       |
|  4000177985|PMCARCON |Touchups in DSP 89                      |ZM01|        |          |                                        |          |TOR0B89                       |CA02T0043|24.06.2024|24.06.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 3,220.00 |       |       |
|  4000178119|PMCARCON |B83 NE Brick Replacement                |ZM01|        |          |                                        |PM-FIP-FIL|TOR0B83-BUI001                |CA02T0035|26.08.2024|26.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |22,965.50 |       |       |
|  4000178160|PMCARCON |B90 TET-  Floor Paint Touch-ups 304     |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|30.07.2024|30.07.2024|PRCO ERAP RFEX|REPORT  |TECO CNF  JBFI MANC NMAT PRC  SETC      |30.07.2024|20.09.2024|     0.00 | 2,018.55 |       |       |
|  4000178198|PMMACCON |WIR0156 side door sweep breaking        |ZM01|112     |          |                                        |          |TOR0B89                       |CA02T0043|31.08.2024|31.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,850.00 |       |       |
|  4000178253|PMELECON |B83 Power Supply for Food Truck         |ZM01|        |          |                                        |          |TOR0B83                       |CA02T0035|24.08.2024|24.08.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,800.00 |       |       |
|  4000178293|PMPLUMB  |Corr F Leak                             |ZM02|M300    |TORAHU1074|AIR HANDLING UNIT_ NON_STERILE          |PM-BAC-PUR|TOR0B90-HVA005-AHU0002        |CA02T0039|28.08.2024|          |PRCO RFEX     |        |REL  CNF  JBFI MANC MOBI NMAT PRC  SETC |28.08.2024|10.09.2024|     0.00 | 1,959.50 |       |       |
|  4000178303|PMMACCON |Modify autoclave carriage               |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|26.08.2024|26.08.2024|PRCO RFEX     |REPORT  |REL  GMPS MANC NMAT PRC  SETC           |          |          |   645.00 |   645.00 |       |       |
|  4000178349|PMELECT  |B92 Mag Lock for Rm 1514/1503           |ZM01|        |          |                                        |          |TOR0B92                       |CA02T0048|28.09.2024|28.09.2024|PRCO RFEX     |Z280924 |REL  MANC MOBI PRC  SETC                |          |          |     0.00 |   843.08 |       |       |
|  4000178353|PMWFICON |STI1018 High Temperature, Descaling     |ZM01|1405    |TORSTI1018|STILL_ MULTI_EFFECT DISTILLATION UNIT   |PM-BLK-WFI|TOR0B92-WFS004-WFP0001        |CA02T0064|28.08.2024|28.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |10,488.00 |       |       |
|  4000178381|PMCARCON |B18 West Deck Repairs                   |ZM01|        |          |                                        |          |TOR0B18                       |         |27.08.2024|27.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 | 2,926.75 |       |       |
|  4000178393|PMMFO    |Add Film to cabinet windows             |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|22.08.2024|22.08.2024|PRCO RFEX     |31082024|REL  MANC MOBI PRC  SETC                |          |          |     0.00 |   113.39 |       |       |
|  4000178394|PMELECT  |B100-UF472 2 x temp probe replace       |ZM01|        |          |                                        |          |TORB100                       |CA02T0111|22.08.2024|22.08.2024|PRCO RFEX     |31082024|REL  MOBI PRC  SETC                     |          |          |     0.00 | 1,681.00 |       |       |
|  4000178410|PMMACCON |89E Main Door Not Closing               |ZM01|89E DOOR|          |                                        |          |TOR0B89                       |CA02T0043|13.08.2024|13.08.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC                |          |          |     0.00 |   870.00 |       |       |
|  4000178411|PMCARCON |B90 Installation of TV in MWS area      |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|12.09.2024|12.09.2024|PRCO ERAP RFEX|REPORT  |TECO CNF  JBFI MANC MOBI NMAT PRC  SETC |30.08.2024|12.09.2024|     0.00 | 2,012.50 |       |       |
|  4000178661|PMELECT  |B89 Rm149 Fix J-Hook on Wall by SIP1006 |ZM01|149     |          |                                        |          |TOR0B89                       |CA02T0047|31.08.2024|31.08.2024|PRCO RFEX     |Z310824 |REL  MOBI PRC  SETC                     |          |          |     0.00 |   118.16 |       |       |
|  4000178770|PMPLMCON |B90 Valve Tuning Tet Live Area          |ZM01|        |          |                                        |          |TOR0B90                       |CA02T0167|30.08.2024|30.08.2024|PRCO ERAP RFEX|        |TECO CNF  GMPS JBFI MACM MOBI PRC  SETC |05.09.2024|05.09.2024|   948.75 |   924.00 |       |       |
