19.01.2024                                                                                                                      Dynamic List Display                                                                                                                                                                                1
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Mn.wk.ctr|Description                             |Order     |Type|Room   |Equipment |Description of technical object      |Location  |Functional Location           |Cost Ctr |Bsc start |Basic fin.|UserStatus    |Revision|System status                          |Act. start|Actual end|TotCostAct|PlanTotCos|MntPlan|MntItem|
|  PMELECT  |MWS Meto-Lift not Working               |4000123473|ZM01|       |100000541 |Material Lift (MetoLift)             |PM-EMS-MNT|TORB100-MEF023-HOI0001        |CA02T0111|08.01.2024|08.01.2024|PRCO RFEX     |        |REL  CNF  JBFI MANC MOBI PRC  SETC     |08.01.2024|11.01.2024| 1,964.23 | 2,070.28 |       |       |
|  PMCARCON |Multip Mechanical room Insulation repair|4000123718|ZM01|       |          |                                     |PM-BAC-COP|TOR0B89-BUI001                |CA02T0043|09.01.2024|09.01.2024|PRCO RFEX     |REPORT  |REL  CNF  JBFI MANC NMAT NTUP PRC  SETC|09.01.2024|19.01.2024|     0.00 | 6,980.00 |       |       |
|  PMELECT  |Brine Tank Overflow                     |4000124597|ZM01|1607   |TORTNK2054|SOFTENED WATER BRINE TANK            |PM-EMS-MNT|TORB100-SWS003-TAN0001        |CA02T0111|16.01.2024|16.01.2024|PRCO RFEX     |        |REL  CSER MANC MOBI PRC  SETC          |          |          |     0.00 | 4,124.01 |       |       |
|  PMELECT  |To Order Battery NiMH 4.8V /HM47438 2675|4000124621|ZM01|143    |300009023 |METER_ HUMIDITY_TEMPERATURE          |PM-IND-MET|TOR0B61-MET002-TEE0002-MET0078|CA02T0054|16.01.2024|16.01.2024|PRCO RFEX     |27012024|REL  CNF  JBFI MOBI PRC  SETC TTJL     |17.01.2024|17.01.2024|   512.52 | 1,255.16 |       |       |
|  PMCARCON |Caulk between floor and wall/cabinets   |4000124932|ZM01|       |          |                                     |PM-EMS-MNT|TOR0B90-BUI001                |CA02T0039|09.01.2024|09.01.2024|PRCO          |REPORT  |REL  MANC NMAT PRC  SETC               |          |          |     0.00 | 2,962.24 |       |       |
|  PMCARCON |B95 North Elevation Leak Investigation  |4000124971|ZM01|VARIOUS|          |                                     |PM-EMS-MNT|TOR0B95-BUI001                |CA02T0091|18.01.2024|18.01.2024|PRCO RFEX     |REPORT  |REL  MANC NMAT PRC  SETC               |          |          |     0.00 | 5,184.00 |       |       |
|  PMCARCON |I00 Warehouse Meeting Area Setup        |4000125123|ZM01|       |          |                                     |          |TORB100                       |CA02T0111|20.01.2024|20.01.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 |10,913.50 |       |       |
|  PMMACCON |B89 MR exterior cleaning BCS            |4000125170|ZM01|       |          |                                     |          |TOR0B89                       |CA02T0043|19.01.2024|19.01.2024|PRCO RFEX     |REPORT  |REL  ESTC MANC NMAT PRC  SETC          |          |          |     0.00 | 1,850.00 |       |       |
|  PMCARCON |B100 Dock Column Metal Shrouding        |4000125184|ZM01|       |          |                                     |          |TORB100-BUI001                |CA02T0111|18.01.2024|18.01.2024|PRCO RFEX     |        |REL  MANC NMAT PRC  SETC               |          |          |     0.00 | 3,634.00 |       |       |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
